customer_id,name,email,phone,plan_type,monthly_charge,tenure_months,total_charges,contract_type,payment_method,num_tickets,avg_satisfaction,churn_status
1526,Cliente 1526,cliente1526@example.com,0974716544,Internet Hogar 100MB,63.26,66,4061.3,two-year,credit_card,3,,0
1527,Cliente 1527,cliente1527@example.com,0927348600,Plan Ilimitado,46.78,70,3057.05,two-year,cash,1,3.17,0
1528,Cliente 1528,cliente1528@example.com,0957498420,Fibra 200MB,40.89,49,1998.15,one-year,bank_transfer,0,2.84,0
1529,Cliente 1529,cliente1529@example.com,0906310450,Fibra 200MB,69.12,48,3023.22,one-year,credit_card,1,5.0,0
1530,Cliente 1530,cliente1530@example.com,0944082114,Fibra 1GB,15.0,23,315.87,month-to-month,bank_transfer,0,2.23,0
1531,Cliente 1531,cliente1531@example.com,0972721677,Fibra 1GB,67.91,58,3708.52,one-year,bank_transfer,2,1.91,0
1532,Cliente 1532,cliente1532@example.com,0958826004,Fibra 1GB,29.16,46,1363.65,month-to-month,credit_card,1,4.21,0
1533,Cliente 1533,cliente1533@example.com,0975176768,Internet Hogar 100MB,48.81,1,46.3,month-to-month,credit_card,1,3.48,0
1534,Cliente 1534,cliente1534@example.com,0930590970,Combo TV+Internet,34.41,60,2003.95,two-year,bank_transfer,0,3.35,0
1535,Cliente 1535,cliente1535@example.com,0953673400,Fibra 500MB,28.39,26,737.03,one-year,credit_card,6,4.22,0
1536,Cliente 1536,cliente1536@example.com,0973853808,Combo TV+Internet,68.65,34,2376.77,month-to-month,credit_card,2,3.75,0
1537,Cliente 1537,cliente1537@example.com,0909546721,Plan Familiar,78.41,35,2596.34,month-to-month,bank_transfer,1,3.55,1
1538,Cliente 1538,cliente1538@example.com,0995290806,Fibra 1GB,41.02,59,2443.52,two-year,bank_transfer,2,2.05,0
1539,Cliente 1539,cliente1539@example.com,0901310673,Internet Hogar 100MB,51.04,19,914.4,month-to-month,bank_transfer,0,1.77,1
1540,Cliente 1540,cliente1540@example.com,0963285063,Combo TV+Internet,46.03,28,1284.55,month-to-month,cash,0,2.83,0
1541,Cliente 1541,cliente1541@example.com,0902307211,Combo TV+Internet,76.15,2,147.37,month-to-month,cash,2,2.41,1
1542,Cliente 1542,cliente1542@example.com,0975846458,Plan Prepago Movil,15.0,25,389.62,month-to-month,bank_transfer,3,3.9,0
1543,Cliente 1543,cliente1543@example.com,0964869665,Fibra 200MB,51.79,6,325.44,month-to-month,credit_card,0,1.62,0
1544,Cliente 1544,cliente1544@example.com,0983592405,Plan Familiar,31.91,42,1361.82,two-year,bank_transfer,3,3.11,0
1545,Cliente 1545,cliente1545@example.com,0935289564,Plan Familiar,15.0,65,1011.39,month-to-month,credit_card,1,3.41,0
1546,Cliente 1546,cliente1546@example.com,0924476369,Fibra 500MB,38.51,33,1169.77,month-to-month,cash,2,3.56,1
1547,Cliente 1547,cliente1547@example.com,0948411359,Plan Prepago Movil,78.26,66,5155.71,one-year,bank_transfer,2,4.04,0
1548,Cliente 1548,cliente1548@example.com,0932634220,Plan Prepago Movil,33.19,71,2190.96,one-year,credit_card,1,3.24,0
1549,Cliente 1549,cliente1549@example.com,0954172610,Fibra 200MB,59.23,3,167.3,one-year,bank_transfer,0,2.87,0
1550,Cliente 1550,cliente1550@example.com,0915135674,Combo TV+Internet,66.58,37,2410.31,one-year,bank_transfer,1,4.97,0
1551,Cliente 1551,cliente1551@example.com,0919789795,Plan Prepago Movil,44.77,38,1720.48,one-year,cash,1,3.25,0
1552,Cliente 1552,cliente1552@example.com,0955543739,Internet Hogar 100MB,47.17,28,1331.62,one-year,credit_card,1,5.0,0
1553,Cliente 1553,cliente1553@example.com,0979653653,Combo TV+Internet,15.0,60,927.38,one-year,cash,3,3.24,0
1554,Cliente 1554,cliente1554@example.com,0900279958,Plan Ilimitado,32.11,28,884.6,one-year,credit_card,2,3.58,0
1555,Cliente 1555,cliente1555@example.com,0908940706,Fibra 200MB,61.33,4,254.88,one-year,bank_transfer,3,3.45,0
1556,Cliente 1556,cliente1556@example.com,0935910562,Plan Prepago Movil,46.09,39,1857.16,month-to-month,cash,2,3.85,1
1557,Cliente 1557,cliente1557@example.com,0917698702,Plan Prepago Movil,51.61,14,742.31,one-year,credit_card,2,3.14,0
1558,Cliente 1558,cliente1558@example.com,0964057791,Internet Hogar 100MB,47.4,25,1107.3,one-year,credit_card,2,3.71,1
1559,Cliente 1559,cliente1559@example.com,0995381077,Internet Hogar 100MB,84.46,36,2978.89,month-to-month,cash,2,5.0,0
1560,Cliente 1560,cliente1560@example.com,0908873917,Plan Prepago Movil,37.25,52,1957.21,two-year,cash,1,4.75,0
1561,Cliente 1561,cliente1561@example.com,0985340030,Plan Prepago Movil,73.9,20,1546.6,month-to-month,credit_card,1,4.76,0
1562,Cliente 1562,cliente1562@example.com,0966828358,Fibra 200MB,47.4,27,1154.06,month-to-month,bank_transfer,1,2.12,1
1563,Cliente 1563,cliente1563@example.com,0931822650,Internet Hogar 100MB,75.5,4,286.62,two-year,cash,0,2.3,0
1564,Cliente 1564,cliente1564@example.com,0995206776,Plan Ilimitado,22.95,28,611.34,month-to-month,credit_card,0,3.84,0
1565,Cliente 1565,cliente1565@example.com,0986223703,Fibra 500MB,48.32,42,1914.33,month-to-month,bank_transfer,1,4.45,0
1566,Cliente 1566,cliente1566@example.com,0945109001,Fibra 1GB,37.91,45,1744.53,month-to-month,credit_card,2,3.03,0
1567,Cliente 1567,cliente1567@example.com,0932811168,Fibra 500MB,47.51,21,904.68,two-year,credit_card,1,2.83,0
1568,Cliente 1568,cliente1568@example.com,0915366260,Plan Prepago Movil,67.0,4,255.65,month-to-month,cash,0,5.0,0
1569,Cliente 1569,cliente1569@example.com,0949800826,Fibra 200MB,51.82,42,2191.14,one-year,credit_card,1,,0
1570,Cliente 1570,cliente1570@example.com,0954372728,Fibra 1GB,66.97,47,3024.87,one-year,cash,1,4.76,0
1571,Cliente 1571,cliente1571@example.com,0975026510,Fibra 200MB,32.94,6,182.15,one-year,bank_transfer,3,3.11,0
1572,Cliente 1572,cliente1572@example.com,0963468268,Combo TV+Internet,30.19,36,1077.74,two-year,bank_transfer,2,3.03,0
1573,Cliente 1573,cliente1573@example.com,0999008224,Internet Hogar 100MB,45.29,6,265.87,two-year,credit_card,1,4.64,0
1574,Cliente 1574,cliente1574@example.com,0960603910,Plan Familiar,44.3,33,1531.01,month-to-month,credit_card,2,3.31,1
1575,Cliente 1575,cliente1575@example.com,0942241098,Fibra 200MB,41.65,46,1939.43,two-year,cash,0,2.93,0
1576,Cliente 1576,cliente1576@example.com,0948931298,Combo TV+Internet,27.74,52,1511.61,month-to-month,bank_transfer,4,2.6,0
1577,Cliente 1577,cliente1577@example.com,0966353375,Plan Ilimitado,66.58,52,3212.72,month-to-month,bank_transfer,1,3.04,1
1578,Cliente 1578,cliente1578@example.com,0942640634,Internet Hogar 100MB,38.47,55,2145.98,month-to-month,credit_card,1,4.56,0
1579,Cliente 1579,cliente1579@example.com,0996072735,Plan Familiar,70.67,17,1180.66,one-year,credit_card,1,1.94,0
1580,Cliente 1580,cliente1580@example.com,0961170840,Plan Ilimitado,45.23,61,2778.0,month-to-month,credit_card,2,4.29,0
1581,Cliente 1581,cliente1581@example.com,0978094621,Combo TV+Internet,56.67,25,1374.44,one-year,bank_transfer,0,2.82,0
1582,Cliente 1582,cliente1582@example.com,0996237360,Plan Ilimitado,55.04,27,1384.82,month-to-month,credit_card,3,3.37,1
1583,Cliente 1583,cliente1583@example.com,0997351433,Fibra 200MB,30.16,57,1559.0,month-to-month,bank_transfer,1,3.44,0
1584,Cliente 1584,cliente1584@example.com,0984040460,Plan Ilimitado,51.61,23,1217.59,month-to-month,bank_transfer,1,3.36,0
1585,Cliente 1585,cliente1585@example.com,0903403755,Internet Hogar 100MB,79.71,5,407.41,two-year,credit_card,1,3.28,0
1586,Cliente 1586,cliente1586@example.com,0917546162,Plan Familiar,49.53,52,2380.8,month-to-month,bank_transfer,2,3.11,0
1587,Cliente 1587,cliente1587@example.com,0902342721,Internet Hogar 100MB,61.22,48,2929.09,month-to-month,bank_transfer,1,2.97,1
1588,Cliente 1588,cliente1588@example.com,0924001395,Internet Hogar 100MB,57.48,42,2439.9,month-to-month,cash,2,5.0,0
1589,Cliente 1589,cliente1589@example.com,0900105744,Fibra 500MB,50.53,10,497.04,month-to-month,credit_card,0,,0
1590,Cliente 1590,cliente1590@example.com,0953869048,Internet Hogar 100MB,48.36,46,2107.96,one-year,bank_transfer,0,3.46,0
1591,Cliente 1591,cliente1591@example.com,0967437443,Combo TV+Internet,54.85,14,792.58,month-to-month,credit_card,0,2.89,0
1592,Cliente 1592,cliente1592@example.com,0917804613,Fibra 500MB,58.74,40,2341.06,month-to-month,cash,0,3.15,0
1593,Cliente 1593,cliente1593@example.com,0997896294,Plan Prepago Movil,20.66,37,770.56,two-year,bank_transfer,1,2.89,0
1594,Cliente 1594,cliente1594@example.com,0955557145,Plan Familiar,49.45,56,2763.16,month-to-month,credit_card,1,4.44,0
1595,Cliente 1595,cliente1595@example.com,0957390716,Plan Ilimitado,41.69,71,2984.24,month-to-month,cash,0,2.77,0
1596,Cliente 1596,cliente1596@example.com,0902303616,Fibra 200MB,37.95,13,454.75,one-year,bank_transfer,0,1.13,0
1597,Cliente 1597,cliente1597@example.com,0948648152,Fibra 500MB,68.33,8,567.63,one-year,credit_card,0,3.66,0
1598,Cliente 1598,cliente1598@example.com,0944536111,Fibra 1GB,31.8,40,1199.33,one-year,bank_transfer,1,3.29,0
1599,Cliente 1599,cliente1599@example.com,0944835968,Plan Prepago Movil,19.89,69,1407.38,month-to-month,credit_card,2,2.96,0
1600,Cliente 1600,cliente1600@example.com,0951471459,Fibra 200MB,59.32,11,674.71,month-to-month,cash,0,4.6,0
1601,Cliente 1601,cliente1601@example.com,0996225169,Fibra 1GB,19.43,35,678.47,month-to-month,bank_transfer,2,1.0,0
1602,Cliente 1602,cliente1602@example.com,0919043545,Plan Prepago Movil,15.0,29,430.54,month-to-month,bank_transfer,5,5.0,0
1603,Cliente 1603,cliente1603@example.com,0917948173,Fibra 500MB,61.35,23,1293.03,month-to-month,cash,2,4.76,1
1604,Cliente 1604,cliente1604@example.com,0965034819,Fibra 500MB,47.86,48,2217.87,two-year,bank_transfer,1,2.91,0
1605,Cliente 1605,cliente1605@example.com,0902185765,Fibra 500MB,53.51,21,1114.44,one-year,credit_card,2,3.1,0
1606,Cliente 1606,cliente1606@example.com,0921444916,Plan Prepago Movil,37.04,35,1182.68,month-to-month,credit_card,0,4.15,0
1607,Cliente 1607,cliente1607@example.com,0915604344,Plan Prepago Movil,20.08,61,1122.87,month-to-month,credit_card,1,4.18,0
1608,Cliente 1608,cliente1608@example.com,0946288492,Combo TV+Internet,23.66,27,670.14,one-year,cash,1,2.9,0
1609,Cliente 1609,cliente1609@example.com,0922713143,Internet Hogar 100MB,40.1,1,38.09,month-to-month,cash,1,1.82,1
1610,Cliente 1610,cliente1610@example.com,0987845879,Fibra 1GB,22.1,64,1347.16,month-to-month,bank_transfer,0,5.0,0
1611,Cliente 1611,cliente1611@example.com,0990270010,Plan Prepago Movil,50.53,20,947.67,month-to-month,credit_card,0,4.65,0
1612,Cliente 1612,cliente1612@example.com,0962914637,Plan Prepago Movil,36.68,56,2047.72,one-year,credit_card,1,3.77,0
1613,Cliente 1613,cliente1613@example.com,0986659707,Internet Hogar 100MB,48.33,55,2580.96,one-year,cash,2,3.79,0
1614,Cliente 1614,cliente1614@example.com,0918367395,Combo TV+Internet,47.79,38,1849.73,month-to-month,credit_card,4,4.28,0
1615,Cliente 1615,cliente1615@example.com,0944319889,Combo TV+Internet,51.96,6,304.55,month-to-month,bank_transfer,1,4.42,1
1616,Cliente 1616,cliente1616@example.com,0969924071,Fibra 500MB,53.99,69,3361.39,one-year,credit_card,0,1.3,0
1617,Cliente 1617,cliente1617@example.com,0978469749,Plan Ilimitado,38.81,49,1849.21,one-year,credit_card,1,3.21,0
1618,Cliente 1618,cliente1618@example.com,0902336702,Plan Ilimitado,48.31,30,1316.37,one-year,bank_transfer,1,3.1,0
1619,Cliente 1619,cliente1619@example.com,0985346589,Plan Ilimitado,49.25,62,3126.84,month-to-month,cash,1,3.42,0
1620,Cliente 1620,cliente1620@example.com,0981446943,Internet Hogar 100MB,15.0,57,784.08,one-year,bank_transfer,0,4.45,0
1621,Cliente 1621,cliente1621@example.com,0987493200,Combo TV+Internet,56.64,55,2905.06,two-year,bank_transfer,0,1.63,0
1622,Cliente 1622,cliente1622@example.com,0980702321,Fibra 1GB,47.7,12,554.65,one-year,credit_card,3,2.12,0
1623,Cliente 1623,cliente1623@example.com,0994479244,Plan Ilimitado,55.15,46,2357.48,month-to-month,cash,3,2.85,0
1624,Cliente 1624,cliente1624@example.com,0921966361,Plan Prepago Movil,21.84,20,428.45,one-year,bank_transfer,1,3.77,0
1625,Cliente 1625,cliente1625@example.com,0919272667,Plan Prepago Movil,39.32,5,190.53,month-to-month,bank_transfer,1,4.52,0
1626,Cliente 1626,cliente1626@example.com,0994829488,Internet Hogar 100MB,25.35,24,634.49,month-to-month,bank_transfer,2,5.0,0
1627,Cliente 1627,cliente1627@example.com,0969662307,Combo TV+Internet,58.4,7,373.34,month-to-month,credit_card,1,3.29,0
1628,Cliente 1628,cliente1628@example.com,0966629461,Combo TV+Internet,19.71,7,136.11,two-year,credit_card,2,4.51,0
1629,Cliente 1629,cliente1629@example.com,0954979366,Fibra 1GB,28.28,53,1510.92,month-to-month,cash,2,4.38,0
1630,Cliente 1630,cliente1630@example.com,0923614785,Internet Hogar 100MB,54.62,36,1807.33,two-year,bank_transfer,2,4.2,0
1631,Cliente 1631,cliente1631@example.com,0968267861,Fibra 500MB,33.67,29,972.01,month-to-month,credit_card,1,3.57,0
1632,Cliente 1632,cliente1632@example.com,0906234735,Combo TV+Internet,28.29,14,407.8,month-to-month,credit_card,4,3.16,0
1633,Cliente 1633,cliente1633@example.com,0940652702,Combo TV+Internet,61.32,56,3496.19,month-to-month,cash,2,2.43,0
1634,Cliente 1634,cliente1634@example.com,0926981075,Plan Ilimitado,62.06,46,2969.74,one-year,bank_transfer,0,2.36,0
1635,Cliente 1635,cliente1635@example.com,0938114226,Combo TV+Internet,58.0,42,2455.7,month-to-month,bank_transfer,2,3.98,1
1636,Cliente 1636,cliente1636@example.com,0935579625,Plan Ilimitado,60.28,13,751.59,month-to-month,credit_card,0,3.54,0
1637,Cliente 1637,cliente1637@example.com,0944302501,Fibra 200MB,40.83,9,381.46,month-to-month,cash,1,3.14,1
1638,Cliente 1638,cliente1638@example.com,0959103087,Fibra 1GB,41.32,9,347.26,month-to-month,cash,1,4.33,0
1639,Cliente 1639,cliente1639@example.com,0911546937,Internet Hogar 100MB,33.33,1,32.92,month-to-month,bank_transfer,1,3.38,0
1640,Cliente 1640,cliente1640@example.com,0932921554,Fibra 500MB,48.02,70,3411.31,month-to-month,credit_card,1,2.6,0
1641,Cliente 1641,cliente1641@example.com,0901712833,Plan Prepago Movil,35.5,26,951.47,month-to-month,bank_transfer,1,3.31,0
1642,Cliente 1642,cliente1642@example.com,0997712585,Plan Prepago Movil,37.2,48,1852.53,two-year,cash,2,4.5,0
1643,Cliente 1643,cliente1643@example.com,0973365138,Plan Ilimitado,55.8,71,3616.12,month-to-month,bank_transfer,0,2.47,0
1644,Cliente 1644,cliente1644@example.com,0957822549,Combo TV+Internet,66.32,68,4549.94,month-to-month,cash,1,3.83,0
1645,Cliente 1645,cliente1645@example.com,0914035780,Fibra 200MB,52.17,23,1116.66,month-to-month,bank_transfer,0,3.54,1
1646,Cliente 1646,cliente1646@example.com,0986227624,Internet Hogar 100MB,77.3,35,2751.14,month-to-month,credit_card,3,2.76,0
1647,Cliente 1647,cliente1647@example.com,0980580553,Fibra 500MB,32.3,33,1071.34,one-year,bank_transfer,0,3.28,0
1648,Cliente 1648,cliente1648@example.com,0957245026,Plan Familiar,15.0,2,27.82,month-to-month,cash,2,1.87,0
1649,Cliente 1649,cliente1649@example.com,0949829846,Internet Hogar 100MB,57.86,56,3320.92,month-to-month,credit_card,1,3.72,0
1650,Cliente 1650,cliente1650@example.com,0920275447,Fibra 200MB,31.11,41,1236.31,one-year,credit_card,0,2.1,0
1651,Cliente 1651,cliente1651@example.com,0966503173,Combo TV+Internet,40.07,27,1061.96,month-to-month,bank_transfer,0,4.78,0
1652,Cliente 1652,cliente1652@example.com,0924491828,Plan Ilimitado,15.0,40,627.43,two-year,credit_card,4,3.5,0
1653,Cliente 1653,cliente1653@example.com,0955707710,Plan Familiar,28.81,53,1524.63,two-year,cash,2,2.97,0
1654,Cliente 1654,cliente1654@example.com,0970527987,Fibra 1GB,17.96,1,17.75,month-to-month,credit_card,2,4.88,0
1655,Cliente 1655,cliente1655@example.com,0960990716,Internet Hogar 100MB,37.18,47,1577.11,month-to-month,credit_card,0,2.46,0
1656,Cliente 1656,cliente1656@example.com,0921233346,Fibra 200MB,37.9,62,2185.04,month-to-month,credit_card,3,,0
1657,Cliente 1657,cliente1657@example.com,0945321315,Plan Prepago Movil,46.62,53,2233.62,month-to-month,bank_transfer,0,1.59,0
1658,Cliente 1658,cliente1658@example.com,0968218739,Fibra 500MB,67.32,45,2877.92,month-to-month,bank_transfer,1,5.0,0
1659,Cliente 1659,cliente1659@example.com,0967343788,Fibra 200MB,57.18,6,326.5,one-year,bank_transfer,0,5.0,0
1660,Cliente 1660,cliente1660@example.com,0937607111,Plan Familiar,15.8,54,835.75,month-to-month,bank_transfer,1,1.76,0
1661,Cliente 1661,cliente1661@example.com,0950575237,Plan Ilimitado,55.94,54,3031.23,month-to-month,credit_card,2,2.7,0
1662,Cliente 1662,cliente1662@example.com,0936653073,Internet Hogar 100MB,47.01,36,1568.65,month-to-month,bank_transfer,2,,0
1663,Cliente 1663,cliente1663@example.com,0940798300,Plan Prepago Movil,43.24,42,1798.37,two-year,cash,0,3.03,0
1664,Cliente 1664,cliente1664@example.com,0930160689,Internet Hogar 100MB,44.59,45,2081.89,two-year,bank_transfer,1,3.57,0
1665,Cliente 1665,cliente1665@example.com,0992602723,Fibra 1GB,48.68,8,361.3,month-to-month,credit_card,2,3.47,0
1666,Cliente 1666,cliente1666@example.com,0943795574,Combo TV+Internet,32.55,18,585.23,one-year,bank_transfer,0,4.05,0
1667,Cliente 1667,cliente1667@example.com,0949320072,Fibra 500MB,41.72,57,2156.5,month-to-month,credit_card,2,2.54,0
1668,Cliente 1668,cliente1668@example.com,0970748859,Plan Familiar,66.31,71,4612.31,one-year,credit_card,0,3.81,0
1669,Cliente 1669,cliente1669@example.com,0997499433,Fibra 200MB,32.33,19,621.17,one-year,credit_card,0,2.37,0
1670,Cliente 1670,cliente1670@example.com,0991059351,Plan Prepago Movil,26.46,29,694.52,two-year,credit_card,1,3.15,0
1671,Cliente 1671,cliente1671@example.com,0989610710,Combo TV+Internet,43.89,66,2752.05,month-to-month,credit_card,1,1.69,0
1672,Cliente 1672,cliente1672@example.com,0985563250,Plan Familiar,24.65,11,279.74,month-to-month,bank_transfer,1,3.15,0
1673,Cliente 1673,cliente1673@example.com,0925967303,Combo TV+Internet,15.0,19,266.14,two-year,credit_card,0,2.97,0
1674,Cliente 1674,cliente1674@example.com,0960826861,Plan Ilimitado,38.8,4,156.51,month-to-month,bank_transfer,3,4.64,1
1675,Cliente 1675,cliente1675@example.com,0924966810,Plan Ilimitado,71.08,17,1198.49,month-to-month,cash,1,3.53,1
1676,Cliente 1676,cliente1676@example.com,0955261180,Plan Familiar,44.31,46,1884.48,one-year,bank_transfer,2,,0
1677,Cliente 1677,cliente1677@example.com,0958743015,Internet Hogar 100MB,48.21,25,1218.82,one-year,bank_transfer,0,3.58,0
1678,Cliente 1678,cliente1678@example.com,0953201293,Internet Hogar 100MB,15.0,71,1043.5,one-year,bank_transfer,0,1.26,0
1679,Cliente 1679,cliente1679@example.com,0915147196,Plan Prepago Movil,52.89,65,3151.83,one-year,credit_card,0,1.4,0
1680,Cliente 1680,cliente1680@example.com,0997950011,Plan Familiar,46.68,65,3162.87,one-year,credit_card,1,3.25,0
1681,Cliente 1681,cliente1681@example.com,0989619386,Plan Familiar,33.03,53,1704.71,month-to-month,bank_transfer,1,3.91,0
1682,Cliente 1682,cliente1682@example.com,0947696309,Combo TV+Internet,48.24,51,2489.18,one-year,cash,0,3.34,0
1683,Cliente 1683,cliente1683@example.com,0971686219,Plan Ilimitado,48.06,37,1658.47,one-year,cash,0,2.65,1
1684,Cliente 1684,cliente1684@example.com,0938472652,Fibra 1GB,25.93,72,1718.68,two-year,cash,0,3.34,0
1685,Cliente 1685,cliente1685@example.com,0964601791,Fibra 500MB,50.97,6,309.24,month-to-month,bank_transfer,1,3.24,0
1686,Cliente 1686,cliente1686@example.com,0902026764,Fibra 200MB,66.55,52,3464.32,month-to-month,bank_transfer,4,4.46,1
1687,Cliente 1687,cliente1687@example.com,0915925335,Plan Familiar,40.9,10,384.92,one-year,cash,1,4.4,0
1688,Cliente 1688,cliente1688@example.com,0911069469,Plan Ilimitado,29.38,24,713.54,month-to-month,cash,1,,0
1689,Cliente 1689,cliente1689@example.com,0972739908,Plan Prepago Movil,41.8,18,734.15,month-to-month,bank_transfer,2,3.55,0
1690,Cliente 1690,cliente1690@example.com,0924710455,Combo TV+Internet,60.38,43,2472.47,two-year,cash,0,3.9,0
1691,Cliente 1691,cliente1691@example.com,0992714541,Fibra 1GB,22.93,57,1330.58,month-to-month,cash,0,4.07,0
1692,Cliente 1692,cliente1692@example.com,0918902915,Fibra 200MB,55.41,5,274.98,month-to-month,bank_transfer,0,5.0,0
1693,Cliente 1693,cliente1693@example.com,0929770172,Plan Ilimitado,32.8,43,1376.68,month-to-month,credit_card,1,3.57,0
1694,Cliente 1694,cliente1694@example.com,0941071187,Plan Prepago Movil,49.36,16,802.37,month-to-month,credit_card,2,4.89,0
1695,Cliente 1695,cliente1695@example.com,0928944618,Plan Ilimitado,34.84,5,171.02,one-year,bank_transfer,3,2.32,0
1696,Cliente 1696,cliente1696@example.com,0917514295,Internet Hogar 100MB,34.79,30,1086.26,month-to-month,credit_card,1,2.9,0
1697,Cliente 1697,cliente1697@example.com,0932155964,Plan Prepago Movil,72.42,42,3110.71,month-to-month,bank_transfer,3,1.25,0
1698,Cliente 1698,cliente1698@example.com,0932610902,Plan Prepago Movil,19.64,14,262.24,month-to-month,bank_transfer,2,3.77,1
1699,Cliente 1699,cliente1699@example.com,0951650483,Internet Hogar 100MB,53.74,28,1459.18,month-to-month,cash,2,4.31,0
1700,Cliente 1700,cliente1700@example.com,0965454044,Plan Ilimitado,76.16,69,5484.16,month-to-month,cash,0,1.0,1
1701,Cliente 1701,cliente1701@example.com,0977536982,Plan Prepago Movil,57.34,25,1482.64,month-to-month,bank_transfer,2,3.81,1
1702,Cliente 1702,cliente1702@example.com,0924667580,Fibra 500MB,21.04,72,1406.84,month-to-month,credit_card,1,4.26,0
1703,Cliente 1703,cliente1703@example.com,0925596451,Fibra 200MB,21.93,60,1238.36,month-to-month,credit_card,3,4.2,0
1704,Cliente 1704,cliente1704@example.com,0930140188,Combo TV+Internet,31.47,27,811.17,month-to-month,bank_transfer,0,2.28,0
1705,Cliente 1705,cliente1705@example.com,0959094374,Plan Prepago Movil,47.84,42,2073.53,month-to-month,credit_card,1,4.45,0
1706,Cliente 1706,cliente1706@example.com,0963512591,Fibra 500MB,49.07,51,2600.45,month-to-month,bank_transfer,1,3.61,0
1707,Cliente 1707,cliente1707@example.com,0950583739,Plan Ilimitado,22.11,33,744.48,month-to-month,cash,2,4.25,0
1708,Cliente 1708,cliente1708@example.com,0963284350,Combo TV+Internet,29.29,29,799.6,month-to-month,bank_transfer,1,3.46,0
1709,Cliente 1709,cliente1709@example.com,0914253477,Fibra 1GB,30.39,24,753.47,month-to-month,bank_transfer,1,4.02,0
1710,Cliente 1710,cliente1710@example.com,0923695057,Plan Prepago Movil,41.75,10,377.81,month-to-month,bank_transfer,3,4.82,0
1711,Cliente 1711,cliente1711@example.com,0999651846,Fibra 500MB,80.72,1,77.77,one-year,cash,0,3.38,0
1712,Cliente 1712,cliente1712@example.com,0970364650,Plan Ilimitado,28.2,24,647.46,month-to-month,credit_card,1,3.91,0
1713,Cliente 1713,cliente1713@example.com,0934300289,Combo TV+Internet,27.41,58,1558.44,one-year,bank_transfer,2,4.97,0
1714,Cliente 1714,cliente1714@example.com,0989961373,Internet Hogar 100MB,24.6,17,411.55,one-year,credit_card,2,3.45,0
1715,Cliente 1715,cliente1715@example.com,0920338715,Fibra 500MB,56.44,13,685.16,month-to-month,bank_transfer,2,2.36,1
1716,Cliente 1716,cliente1716@example.com,0994903972,Plan Familiar,44.26,23,947.42,month-to-month,credit_card,3,4.34,0
1717,Cliente 1717,cliente1717@example.com,0983733335,Combo TV+Internet,28.87,43,1266.9,month-to-month,bank_transfer,0,5.0,0
1718,Cliente 1718,cliente1718@example.com,0986054039,Plan Ilimitado,38.47,15,525.94,month-to-month,bank_transfer,1,5.0,0
1719,Cliente 1719,cliente1719@example.com,0937188169,Plan Ilimitado,30.75,16,479.2,month-to-month,credit_card,0,4.39,0
1720,Cliente 1720,cliente1720@example.com,0997751022,Combo TV+Internet,50.33,8,373.95,month-to-month,bank_transfer,1,1.02,0
1721,Cliente 1721,cliente1721@example.com,0998337687,Fibra 1GB,93.32,24,2123.07,two-year,credit_card,2,2.9,0
1722,Cliente 1722,cliente1722@example.com,0967832912,Combo TV+Internet,54.92,15,775.69,month-to-month,credit_card,1,2.96,0
1723,Cliente 1723,cliente1723@example.com,0918940253,Fibra 500MB,43.33,60,2616.12,one-year,credit_card,0,3.65,0
1724,Cliente 1724,cliente1724@example.com,0977460131,Plan Familiar,33.03,66,2111.1,one-year,credit_card,1,5.0,0
1725,Cliente 1725,cliente1725@example.com,0906027227,Fibra 500MB,20.82,27,531.18,month-to-month,cash,1,2.41,1
1726,Cliente 1726,cliente1726@example.com,0903506435,Plan Prepago Movil,58.21,6,357.89,two-year,cash,1,5.0,0
1727,Cliente 1727,cliente1727@example.com,0906407403,Fibra 1GB,57.23,6,313.46,two-year,bank_transfer,1,3.18,0
1728,Cliente 1728,cliente1728@example.com,0974300226,Plan Prepago Movil,36.61,23,854.62,month-to-month,bank_transfer,1,2.76,0
1729,Cliente 1729,cliente1729@example.com,0941698943,Fibra 500MB,66.84,33,2067.3,month-to-month,bank_transfer,2,4.53,0
1730,Cliente 1730,cliente1730@example.com,0906463163,Combo TV+Internet,45.38,38,1789.46,month-to-month,cash,2,4.62,0
1731,Cliente 1731,cliente1731@example.com,0959217535,Fibra 200MB,58.95,22,1168.29,month-to-month,bank_transfer,2,4.31,0
1732,Cliente 1732,cliente1732@example.com,0991758911,Internet Hogar 100MB,50.33,25,1237.49,month-to-month,credit_card,4,2.75,0
1733,Cliente 1733,cliente1733@example.com,0901328735,Internet Hogar 100MB,41.81,20,830.63,month-to-month,bank_transfer,0,4.15,0
1734,Cliente 1734,cliente1734@example.com,0935272991,Plan Familiar,27.81,37,1015.18,month-to-month,cash,2,2.46,0
1735,Cliente 1735,cliente1735@example.com,0958835122,Internet Hogar 100MB,42.38,50,2166.15,one-year,credit_card,0,2.72,0
1736,Cliente 1736,cliente1736@example.com,0923685476,Plan Familiar,60.16,3,165.47,month-to-month,bank_transfer,0,3.5,1
1737,Cliente 1737,cliente1737@example.com,0940506978,Fibra 200MB,35.85,34,1172.99,month-to-month,credit_card,0,2.7,1
1738,Cliente 1738,cliente1738@example.com,0944529099,Plan Prepago Movil,52.92,47,2560.76,month-to-month,credit_card,1,4.76,0
1739,Cliente 1739,cliente1739@example.com,0990922639,Plan Familiar,25.51,49,1291.63,one-year,bank_transfer,2,2.96,0
